2021-01-29 15:56:01,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-5.5
2021-01-29 16:01:41,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-5.75
2021-01-29 16:07:21,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.75
2021-01-29 16:07:21,bytearray(b'\x00\x00\x00\x00\x00'),-90,9.75
2021-01-29 16:13:01,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.5
2021-01-29 16:18:42,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-6.0
2021-01-29 16:18:43,bytearray(b'\xff&\x0f\x07ZP\x10\x15a\xbe\x01)\xfc;\xa0'),-122,-14.5
2021-01-29 16:23:30,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.25
2021-01-29 16:29:10,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.0
2021-01-29 16:34:50,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-120,-6.75
2021-01-29 16:40:30,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-6.25
2021-01-29 16:46:10,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-5.75
2021-01-29 16:46:11,bytearray(b'\x00\x00\x00\x00\x00'),-90,9.5
2021-01-29 16:48:40,bytearray(b'\xff\x16:Wos\x02\x00C\xbd\x01\x02\xd1hS'),-123,-14.5
2021-01-29 16:51:51,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.0
2021-01-29 16:57:31,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-5.75
2021-01-29 17:03:11,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-6.0
2021-01-29 17:08:51,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.25
2021-01-29 17:14:31,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-6.0
2021-01-29 17:18:38,bytearray(b'\x00\x00\x00\x00\x00'),-83,7.0
2021-01-29 17:20:11,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-5.75
2021-01-29 17:25:52,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.25
2021-01-29 17:31:32,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-7.0
2021-01-29 17:37:12,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-6.75
2021-01-29 17:42:52,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.25
2021-01-29 17:48:32,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.0
2021-01-29 17:48:35,bytearray(b'\xff&\x0f\x07ZP\x00\x00a\xbc\x01\x1b\xcaY"'),-123,-15.25
2021-01-29 17:53:22,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-5.75
2021-01-29 17:59:02,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.0
2021-01-29 17:59:02,bytearray(b'\x00\x00\x00\x00\x00'),-90,9.25
2021-01-29 18:04:42,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.25
2021-01-29 18:04:42,bytearray(b'\x00\x00\x00\x00\x00'),-90,9.25
2021-01-29 18:10:22,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-123,-6.0
2021-01-29 18:16:02,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-5.75
2021-01-29 18:18:33,bytearray(b'\x00\x00\x00\x00\x00'),-90,9.0
2021-01-29 18:21:42,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-5.5
2021-01-29 18:27:23,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-6.5
2021-01-29 18:33:03,bytearray(b'\xff&\x10_JV}\x00F\x01r\x013\xf7\xa7R'),-121,-5.5
2021-01-29 18:38:43,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-5.5
2021-01-29 18:44:23,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-123,-5.5
2021-01-29 18:48:30,bytearray(b'\xff>?\x9aC\x19G\x04-\xbf\x02\xf7\xfb\xff\xe5'),-123,-15.0
2021-01-29 18:50:03,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-120,-5.5
2021-01-29 18:50:03,bytearray(b'\x00\x00\x00\x00\x00'),-90,8.75
2021-01-29 18:55:43,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.0
2021-01-29 18:55:43,bytearray(b'\x00\x00\x00\x00\x00'),-90,9.5
2021-01-29 19:01:24,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.25
2021-01-29 19:07:04,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-6.0
2021-01-29 19:12:44,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-5.25
2021-01-29 19:12:44,bytearray(b'\x00\x00\x00\x00\x00'),-90,9.5
2021-01-29 19:18:24,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-5.75
2021-01-29 19:18:28,bytearray(b'\x00\x00\x00\x00\x00'),-85,8.0
2021-01-29 19:23:14,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.5
2021-01-29 19:28:54,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-2.75
2021-01-29 19:34:35,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-5.25
2021-01-29 19:40:15,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-5.5
2021-01-29 19:45:55,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-4.25
2021-01-29 19:48:25,bytearray(b'\xffF\x0f\x0bZd:\x8ak\x1a\x085\x88W\xb3'),-123,-15.75
2021-01-29 19:51:35,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-5.0
2021-01-29 19:57:15,bytearray(b'\xff&\xd5UJV}\x00N\x01ra3\xf7\xa7R'),-120,-6.25
2021-01-29 20:02:56,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-3.5
2021-01-29 20:08:36,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-2.5
2021-01-29 20:14:16,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-4.75
2021-01-29 20:14:16,bytearray(b'\x00\x00\x00\x00\x00'),-90,9.25
2021-01-29 20:18:22,bytearray(b'\x00\x00\x00\x00\x00'),-85,7.5
2021-01-29 20:19:56,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-2.5
2021-01-29 20:25:36,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.25
2021-01-29 20:25:36,bytearray(b'\x00\x00\x00\x00\x00'),-90,9.25
2021-01-29 20:31:16,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-4.0
2021-01-29 20:36:57,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.25
2021-01-29 20:42:37,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-120,-7.0
2021-01-29 20:48:17,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-4.25
2021-01-29 20:48:20,bytearray(b'\xff&\x0f\x07ZP6\x00a\xb9\x01H\xdc\xe0A'),-122,-14.25
2021-01-29 20:53:06,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-5.0
2021-01-29 20:58:46,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-120,-3.75
2021-01-29 21:04:26,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-123,-6.75
2021-01-29 21:10:06,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-6.75
2021-01-29 21:15:47,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-120,-3.0
2021-01-29 21:18:17,bytearray(b'\xff&\x0f\x07ZP5\x00a\xb8\x01\x16g\xab\xd0'),-121,-14.75
2021-01-29 21:21:27,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-6.25
2021-01-29 21:27:07,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.0
2021-01-29 21:32:47,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.5
2021-01-29 21:38:27,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-5.5
2021-01-29 21:44:07,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-4.5
2021-01-29 21:44:07,bytearray(b'\x00\x00\x00\x00\x00'),-90,9.25
2021-01-29 21:49:47,bytearray(b'\x00\x00\x00\x00\x00'),-90,9.25
2021-01-29 21:55:27,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-4.5
2021-01-29 22:01:07,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-5.0
2021-01-29 22:06:47,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-6.0
2021-01-29 22:12:28,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-6.0
2021-01-29 22:18:08,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-5.5
2021-01-29 22:23:48,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-7.25
2021-01-29 22:29:28,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-119,-2.75
2021-01-29 22:35:08,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-121,-7.75
2021-01-29 22:35:08,bytearray(b'\x00\x00\x00\x00\x00'),-90,9.0
2021-01-29 22:40:48,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-9.25
2021-01-29 22:46:28,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-120,-7.25
2021-01-29 22:48:09,bytearray(b'\x00\x00\x00\x00\x00'),-90,12.0
2021-01-29 22:52:09,bytearray(b'\xff&\x10UJV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-7.5
2021-01-29 22:57:49,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-8.0
2021-01-29 22:57:49,bytearray(b'\x00\x00\x00\x00\x00'),-98,9.25
2021-01-29 23:03:29,bytearray(b'\xff&\x10_JV~\x00F\x01r\x01\xb5c\xd5\xfc'),-122,-7.0
2021-01-29 23:09:09,bytearray(b'\xff&\x10_JV\x7f\x00F\x01r\x01~?\x06Y'),-122,-6.5
2021-01-29 23:14:49,bytearray(b'\xff&\x10_JV\x7f\x00F\x01r\x01~?\x06Y'),-122,-5.5
2021-01-29 23:14:50,bytearray(b'\x00\x00\x00\x00\x00'),-95,11.5
2021-01-29 23:18:06,bytearray(b'\xff&\x0f\x07ZP\x00\x00a\xb6\x01\xe1%\xb1\xa8'),-123,-11.5
2021-01-29 23:20:30,bytearray(b'\xff&\x10_JV\x7f\x00F\x01r\x01~?\x06Y'),-122,-7.0
2021-01-29 23:20:30,bytearray(b'\x00\x00\x00\x00\x00'),-97,11.0
2021-01-29 23:26:10,bytearray(b'\xff&\x10_JV\x80\x00F\x01r\x01\x9a\xfb\xad\x95'),-123,-8.75
2021-01-29 23:31:50,bytearray(b'\x00\x00\x00\x00\x00'),-95,11.75
2021-01-29 23:37:30,bytearray(b'\xff&\x10_JV\x7f\x00F\x01r\x01~?\x06Y'),-122,-5.5
2021-01-29 23:43:11,bytearray(b'\xff&\x10_JV\x80\x00F\x01r\x01\x9a\xfb\xad\x95'),-121,-6.75
2021-01-29 23:43:11,bytearray(b'\x00\x00\x00\x00\x00'),-95,12.0
2021-01-29 23:48:03,bytearray(b'\xff&\x0f\x07ZP\x00\x00a\xb6\x01\xe1%\xb1\xa8'),-122,-10.25
2021-01-29 23:48:51,bytearray(b'\xff&\x10_JV\x80\x00F\x01r\x01\x9a\xfb\xad\x95'),-122,-6.5
2021-01-29 23:54:31,bytearray(b'\xff&\x10_JV\x81\x00F\x01r\x01Q\xa7~0'),-121,-6.25
2021-01-30 00:00:11,bytearray(b'\xff&\x10_JV\x80\x00F\x01r\x01\x9a\xfb\xad\x95'),-121,-6.0
2021-01-30 00:05:52,bytearray(b'\xff&\x10_JV\x82\x00F\x01r\x01\xd73\x0c\x9e'),-121,-5.5
2021-01-30 00:11:32,bytearray(b'\xff&\x10_JV\x82\x00F\x01r\x01\xd73\x0c\x9e'),-121,-5.75
2021-01-30 00:17:12,bytearray(b'\xff&\x10_JV\x82\x00F\x01r\x01\xd73\x0c\x9e'),-118,-9.5
2021-01-30 00:17:12,bytearray(b'\x00\x00\x00\x00\x00'),-95,11.5
2021-01-30 00:18:01,bytearray(b'\xff&\x0f\x07ZP7\x00a\xb5\x01\xd9\t\x86\xfd'),-123,-11.5
2021-01-30 00:22:48,bytearray(b'\xff&\x10_JV\x83\x00F\x01r\x01\x1co\xdf;'),-122,-6.0
2021-01-30 00:28:28,bytearray(b'\xff&\x10_JV\x83\x00F\x01r\x01\x1co\xdf;'),-122,-5.75
2021-01-30 00:34:08,bytearray(b'\xff&\x10_JV\x83\x00F\x01r\x01\x1co\xdf;'),-122,-7.25
2021-01-30 00:39:49,bytearray(b'\xff&\x10_JV\x83\x00F\x01r\x01\x1co\xdf;'),-122,-5.5
2021-01-30 00:45:29,bytearray(b'\xff&\x10_JV\x82\x00F\x01r\x01\xd73\x0c\x9e'),-122,-7.25
2021-01-30 00:45:30,bytearray(b'\x00\x00\x00\x00\x00'),-96,11.5
2021-01-30 00:47:59,bytearray(b'\xff&\x0f\x07ZP\x00\x00a\xb5\x01\xca\x08\xe2k'),-123,-11.25
2021-01-30 00:51:10,bytearray(b'\xff&\x10_JV\x83\x00F\x01r\x01\x1co\xdf;'),-122,-5.75
2021-01-30 00:56:50,bytearray(b'\xff&\x10_JV\x83\x00F\x01r\x01\x1co\xdf;'),-122,-6.75
2021-01-30 01:02:31,bytearray(b'\xff&\x10_JV\x83\x00F\x01r\x01\x1co\xdf;'),-122,-6.75
2021-01-30 01:02:31,bytearray(b'\x00\x00\x00\x00\x00'),-97,12.0
2021-01-30 01:08:11,bytearray(b'\xff&\x10_JV\x83\x00F\x01r\x01\x1co\xdf;'),-119,-10.25
2021-01-30 01:13:52,bytearray(b'\xff&\x10_JV\x84\x00F\x01r\x01\x01j\xef\x83'),-121,-6.5
